                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                0.84912,                0.60565,                 0.8557,                0.83613,                0.90713,                0.91597,                0.70844,                0.83025,                0.66707,                0.89007,             0.00084901,             0.00084901,             0.00084901
                     23,                0.79811,                0.54607,                0.85907,                0.88393,                0.90066,                0.90718,                 0.7043,                0.81837,                 0.6573,                0.89415,             0.00084601,             0.00084601,             0.00084601
                     24,                0.80563,                0.57784,                0.85853,                0.88481,                0.89258,                0.91385,                0.70684,                0.83509,                0.69724,                0.89078,             0.00084301,             0.00084301,             0.00084301
                     25,                0.81047,                0.57973,                0.85976,                0.90783,                0.88944,                0.90746,                0.70678,                0.85412,                0.63647,                0.90072,             0.00084001,             0.00084001,             0.00084001
                     26,                0.81189,                0.55926,                0.84958,                0.90231,                0.89653,                0.91916,                0.71509,                0.81456,                0.68442,                0.89223,             0.00083701,             0.00083701,             0.00083701
                     27,                0.80255,                0.55465,                0.84748,                0.85411,                0.88119,                 0.9108,                0.71179,                0.84168,                0.65353,                0.89528,             0.00083401,             0.00083401,             0.00083401
                     28,                0.75971,                0.51716,                0.85347,                0.88564,                0.88526,                0.91659,                0.72003,                0.78952,                 0.6193,                0.88702,             0.00083101,             0.00083101,             0.00083101
                     29,                0.78708,                0.52747,                0.85204,                  0.906,                0.90343,                0.91361,                0.72344,                0.82663,                0.60334,                0.89213,             0.00082801,             0.00082801,             0.00082801
                     30,                0.82584,                0.53171,                0.85366,                0.90249,                0.88899,                0.90244,                0.72527,                0.80691,                0.62385,                0.89251,             0.00082501,             0.00082501,             0.00082501
                     31,                0.79822,                0.53853,                0.85304,                0.88431,                0.86965,                0.89319,                0.70652,                0.81998,                0.64546,                0.89151,             0.00082201,             0.00082201,             0.00082201
                     32,                0.81954,                0.53336,                0.85398,                0.88744,                0.88335,                0.90797,                0.71766,                0.81096,                0.62747,                0.88854,             0.00081901,             0.00081901,             0.00081901
                     33,                0.80011,                0.50954,                0.84381,                0.90381,                0.87049,                0.91316,                0.70675,                0.88273,                0.62904,                0.89938,             0.00081601,             0.00081601,             0.00081601
                     34,                0.80651,                0.50915,                0.83811,                0.89173,                0.87516,                0.91086,                0.71298,                0.87767,                0.63554,                0.89776,             0.00081301,             0.00081301,             0.00081301
                     35,                0.74554,                 0.4672,                0.84662,                0.89977,                0.87567,                0.91847,                0.73071,                 0.8092,                0.59633,                0.88431,             0.00081001,             0.00081001,             0.00081001
                     36,                0.74265,                0.49089,                0.83653,                0.89189,                0.88654,                0.91627,                0.71173,                0.84777,                0.58467,                0.88983,             0.00080701,             0.00080701,             0.00080701
                     37,                0.74206,                0.49376,                0.83614,                0.89372,                0.90457,                0.91645,                0.70363,                 0.8775,                0.59636,                0.91127,             0.00080401,             0.00080401,             0.00080401
                     38,                0.71936,                0.45844,                0.83712,                   0.91,                0.88381,                0.90967,                0.71069,                0.82992,                0.57744,                0.88172,             0.00080101,             0.00080101,             0.00080101
                     39,                0.75978,                0.47853,                0.83676,                0.89708,                0.87342,                0.90288,                0.66795,                0.95283,                0.64114,                0.91125,             0.00079801,             0.00079801,             0.00079801
                     40,                0.78364,                0.48159,                0.84918,                0.87029,                0.89465,                0.90612,                0.71083,                0.81208,                0.60902,                 0.8871,             0.00079501,             0.00079501,             0.00079501
                     41,                0.85209,                0.53604,                0.84368,                 0.9012,                0.87608,                0.91008,                0.70315,                0.85627,                0.61015,                0.89089,             0.00079201,             0.00079201,             0.00079201
                     42,                0.80117,                0.48904,                0.84496,                0.91346,                 0.8793,                0.92355,                0.73011,                0.79832,                0.59157,                0.87935,             0.00078901,             0.00078901,             0.00078901
                     43,                0.76022,                0.47023,                0.83729,                0.90673,                0.88686,                0.92998,                0.73205,                0.81617,                 0.5985,                0.88928,             0.00078601,             0.00078601,             0.00078601
                     44,                0.79678,                0.50866,                0.84249,                0.88513,                0.90764,                0.92134,                0.70902,                0.86048,                0.61074,                 0.8987,             0.00078301,             0.00078301,             0.00078301
                     45,                0.73852,                0.46174,                0.83204,                0.89022,                0.89004,                0.91191,                0.71578,                0.81302,                  0.601,                0.88571,             0.00078001,             0.00078001,             0.00078001
                     46,                 0.7268,                0.46175,                0.83874,                0.88729,                0.89516,                0.91888,                 0.7223,                0.81255,                0.57955,                0.87867,             0.00077701,             0.00077701,             0.00077701
                     47,                0.75313,                 0.4529,                 0.8373,                0.89463,                0.89465,                 0.9217,                0.69584,                 0.9083,                0.60145,                0.89597,             0.00077401,             0.00077401,             0.00077401
                     48,                0.74422,                0.45251,                0.83958,                0.88269,                0.90857,                0.91635,                 0.7365,                0.79774,                0.57753,                0.88067,             0.00077101,             0.00077101,             0.00077101
                     49,                 0.7224,                0.44796,                0.82815,                0.88514,                0.91493,                0.91303,                0.70848,                0.87861,                0.59117,                0.89157,             0.00076801,             0.00076801,             0.00076801
                     50,                 0.7636,                0.45976,                0.83128,                0.92028,                0.87845,                 0.9151,                0.72412,                0.83344,                0.58346,                0.88764,             0.00076501,             0.00076501,             0.00076501
                     51,                0.73536,                0.45573,                0.83115,                0.88537,                0.89028,                0.91171,                0.71184,                0.84114,                0.59873,                0.88965,             0.00076201,             0.00076201,             0.00076201
                     52,                 0.7054,                 0.4423,                0.83585,                0.89206,                0.88969,                0.91095,                0.72407,                0.80512,                 0.5959,                0.87953,             0.00075902,             0.00075902,             0.00075902
                     53,                0.76624,                0.46802,                0.83695,                  0.899,                0.90428,                0.91287,                0.70571,                0.87764,                0.59757,                0.89089,             0.00075602,             0.00075602,             0.00075602
                     54,                0.70918,                0.43183,                 0.8237,                0.90796,                0.89926,                0.91488,                0.73155,                0.79785,                0.58709,                 0.8815,             0.00075302,             0.00075302,             0.00075302
                     55,                0.71681,                0.46805,                0.83512,                0.90591,                0.90304,                0.92187,                 0.7157,                0.86025,                0.58834,                0.88707,             0.00075002,             0.00075002,             0.00075002
                     56,                0.72416,                0.45562,                0.82972,                0.89398,                   0.89,                0.92463,                0.74235,                0.78684,                0.57452,                0.87475,             0.00074702,             0.00074702,             0.00074702
                     57,                0.69744,                0.44077,                0.83259,                0.88066,                0.89151,                0.92232,                0.74441,                0.78271,                  0.588,                0.87311,             0.00074402,             0.00074402,             0.00074402
                     58,                0.73908,                0.44634,                0.83208,                0.90187,                 0.8797,                0.92157,                0.70475,                0.86265,                 0.5986,                0.88171,             0.00074102,             0.00074102,             0.00074102
                     59,                0.73042,                0.44219,                0.82741,                0.91829,                0.86724,                0.91413,                0.71299,                0.80335,                0.56349,                  0.876,             0.00073802,             0.00073802,             0.00073802
                     60,                0.67348,                 0.4344,                0.83296,                0.87972,                  0.905,                0.91583,                0.73131,                0.79161,                0.57031,                0.87717,             0.00073502,             0.00073502,             0.00073502
                     61,                0.68072,                0.42806,                0.82729,                0.89957,                0.90663,                 0.9137,                 0.7092,                0.84905,                0.58356,                0.88631,             0.00073202,             0.00073202,             0.00073202
                     62,                0.71001,                0.43069,                0.82631,                 0.9026,                0.90027,                 0.9165,                0.72824,                0.79354,                0.58043,                0.88138,             0.00072902,             0.00072902,             0.00072902
                     63,                 0.7114,                0.43995,                0.82749,                0.88418,                0.91636,                0.92461,                0.73579,                0.78978,                0.56433,                0.88452,             0.00072602,             0.00072602,             0.00072602
                     64,                0.68585,                0.42832,                0.82272,                0.87601,                0.91805,                0.92431,                0.74038,                0.78566,                0.60177,                0.88055,             0.00072302,             0.00072302,             0.00072302
                     65,                0.72201,                0.45033,                0.82228,                0.87152,                0.91419,                0.92121,                0.73097,                0.80812,                0.57502,                0.87767,             0.00072002,             0.00072002,             0.00072002
                     66,                0.70829,                0.42499,                0.82474,                0.89448,                0.89752,                0.91544,                0.73455,                0.79634,                0.54903,                0.87244,             0.00071702,             0.00071702,             0.00071702
                     67,                0.70456,                0.42503,                0.82584,                0.89713,                0.88143,                0.90981,                0.70127,                0.85072,                0.57155,                0.88317,             0.00071402,             0.00071402,             0.00071402
                     68,                0.66088,                0.40299,                0.81987,                0.86755,                 0.8674,                0.90452,                0.71261,                0.81833,                0.61194,                0.87519,             0.00071102,             0.00071102,             0.00071102
                     69,                0.68357,                0.42111,                0.81398,                0.89557,                0.87981,                0.90892,                0.69644,                 0.8788,                0.57071,                0.88721,             0.00070802,             0.00070802,             0.00070802
                     70,                0.68234,                0.41321,                 0.8225,                0.91404,                0.87705,                0.90745,                0.71699,                0.79566,                0.55384,                0.87447,             0.00070502,             0.00070502,             0.00070502
                     71,                0.64527,                0.39259,                0.82556,                0.86787,                0.91173,                0.90514,                0.71144,                0.80254,                0.56909,                0.87518,             0.00070202,             0.00070202,             0.00070202
                     72,                0.66982,                0.41765,                0.81868,                0.88005,                0.89988,                0.90783,                0.71044,                0.82448,                0.55718,                0.87793,             0.00069902,             0.00069902,             0.00069902
                     73,                 0.6957,                0.42594,                 0.8179,                0.87967,                 0.8933,                0.90801,                  0.732,                0.76341,                0.57242,                0.86865,             0.00069602,             0.00069602,             0.00069602
                     74,                0.63603,                0.38704,                0.81761,                0.85051,                0.86534,                0.89901,                0.71418,                0.80412,                0.57986,                0.87518,             0.00069302,             0.00069302,             0.00069302
                     75,                0.66698,                0.39518,                0.82452,                0.87211,                0.89552,                0.91261,                0.73159,                0.78157,                0.58164,                0.87164,             0.00069002,             0.00069002,             0.00069002
                     76,                0.66635,                0.39401,                0.81917,                0.91386,                0.87928,                0.91529,                0.73941,                0.76044,                 0.5536,                0.87093,             0.00068702,             0.00068702,             0.00068702
                     77,                0.66561,                0.39543,                0.81135,                0.89802,                0.87849,                0.90859,                 0.7339,                0.76961,                0.55268,                0.87211,             0.00068402,             0.00068402,             0.00068402
                     78,                0.66755,                0.40072,                  0.818,                 0.9086,                0.89225,                0.90738,                 0.7205,                0.79298,                0.55642,                0.87092,             0.00068102,             0.00068102,             0.00068102
                     79,                0.66013,                0.39453,                 0.8235,                0.89454,                0.89623,                0.91052,                0.72808,                0.79051,                0.58268,                0.87283,             0.00067802,             0.00067802,             0.00067802
                     80,                0.66508,                0.39691,                0.82398,                 0.9078,                  0.859,                0.90584,                0.70701,                0.82444,                0.57633,                0.88138,             0.00067502,             0.00067502,             0.00067502
                     81,                0.65724,                0.38961,                0.81737,                0.88741,                0.86914,                0.90363,                0.70277,                0.82709,                0.60569,                0.87878,             0.00067202,             0.00067202,             0.00067202
                     82,                0.68604,                0.39519,                0.81319,                0.89898,                0.86253,                0.90649,                0.67696,                0.92663,                0.62208,                0.89414,             0.00066902,             0.00066902,             0.00066902
                     83,                0.65647,                0.38914,                0.81443,                0.90081,                0.88386,                0.91131,                0.71993,                0.80755,                 0.5763,                0.87682,             0.00066602,             0.00066602,             0.00066602
                     84,                0.66461,                0.39903,                 0.8134,                0.87994,                0.91343,                0.91764,                0.72845,                 0.8462,                0.58326,                0.88048,             0.00066302,             0.00066302,             0.00066302
                     85,                0.66602,                0.39921,                0.81808,                0.90505,                0.90049,                0.92081,                0.74624,                0.77436,                0.54459,                0.87182,             0.00066002,             0.00066002,             0.00066002
                     86,                0.65334,                0.39158,                0.82007,                0.90917,                0.89664,                0.92272,                0.73881,                0.78163,                 0.5471,                0.86943,             0.00065703,             0.00065703,             0.00065703
                     87,                0.65641,                0.38084,                0.81431,                0.89596,                0.90295,                0.92522,                0.73821,                0.77123,                0.55847,                0.86938,             0.00065403,             0.00065403,             0.00065403
                     88,                0.63521,                0.37828,                0.82058,                0.90173,                0.89503,                0.93014,                0.74344,                0.79098,                0.54905,                0.87391,             0.00065103,             0.00065103,             0.00065103
                     89,                0.67649,                0.39447,                0.82119,                0.90129,                0.91043,                0.92911,                0.74409,                 0.8049,                0.55429,                0.88116,             0.00064803,             0.00064803,             0.00064803
                     90,                0.66056,                0.40074,                0.81748,                0.89943,                0.90856,                0.92201,                 0.7406,                0.79764,                0.55056,                0.88382,             0.00064503,             0.00064503,             0.00064503
                     91,                0.61807,                0.36724,                0.81695,                0.88864,                0.90766,                0.91296,                0.71523,                0.83208,                0.55909,                0.88812,             0.00064203,             0.00064203,             0.00064203
                     92,                0.65739,                  0.388,                0.81866,                0.90462,                0.89967,                0.91676,                0.72356,                0.83433,                0.57004,                0.88258,             0.00063903,             0.00063903,             0.00063903
                     93,                0.63745,                0.38088,                 0.8109,                0.88973,                0.90992,                0.91552,                0.72251,                0.86922,                0.56872,                0.89183,             0.00063603,             0.00063603,             0.00063603
                     94,                0.66158,                0.39083,                0.82021,                0.89495,                0.91391,                 0.9192,                 0.7347,                0.80516,                0.54879,                0.88091,             0.00063303,             0.00063303,             0.00063303
                     95,                0.62125,                0.37212,                0.81273,                0.88169,                0.91578,                0.92315,                0.74521,                0.77969,                 0.5458,                0.87643,             0.00063003,             0.00063003,             0.00063003
                     96,                0.63773,                0.37795,                0.81192,                0.88593,                0.90974,                0.92153,                0.72181,                0.83961,                0.55538,                0.88196,             0.00062703,             0.00062703,             0.00062703
                     97,                0.65303,                0.38301,                0.81464,                0.90003,                 0.9227,                 0.9238,                0.74622,                 0.7662,                 0.5381,                0.86475,             0.00062403,             0.00062403,             0.00062403
                     98,                0.62543,                0.38004,                0.81244,                0.87553,                0.92454,                0.92359,                0.74152,                0.77795,                0.54168,                0.86864,             0.00062103,             0.00062103,             0.00062103
                     99,                0.62523,                0.37075,                 0.8126,                0.90004,                0.89753,                0.92343,                0.73312,                0.80111,                0.53908,                0.87313,             0.00061803,             0.00061803,             0.00061803
                    100,                0.63412,                0.37404,                 0.8071,                0.90847,                0.89918,                0.91636,                0.73216,                0.79731,                0.53764,                0.87678,             0.00061503,             0.00061503,             0.00061503
                    101,                0.64951,                0.37787,                0.81128,                0.88443,                 0.9074,                0.91555,                0.73001,                0.80772,                0.55085,                 0.8775,             0.00061203,             0.00061203,             0.00061203
                    102,                0.63327,                0.36932,                0.81416,                0.89995,                0.88292,                0.91838,                 0.7407,                0.77261,                0.55749,                0.86759,             0.00060903,             0.00060903,             0.00060903
                    103,                0.63182,                0.36795,                0.81388,                0.89961,                0.88532,                0.91762,                0.73777,                0.77053,                0.53644,                0.86582,             0.00060603,             0.00060603,             0.00060603
                    104,                0.63642,                0.37949,                0.81935,                0.90325,                0.89576,                0.91957,                0.73581,                  0.788,                0.54189,                0.87072,             0.00060303,             0.00060303,             0.00060303
                    105,                0.64642,                0.37996,                0.81062,                0.88029,                0.91796,                0.92132,                0.73938,                0.78576,                0.53226,                0.87006,             0.00060003,             0.00060003,             0.00060003
                    106,                0.61425,                0.36159,                0.80966,                0.90157,                0.90726,                0.92595,                 0.7473,                0.76417,                0.52003,                0.86682,             0.00059703,             0.00059703,             0.00059703
                    107,                0.59747,                0.35732,                0.81672,                0.90066,                0.89989,                0.92304,                0.74848,                 0.7774,                0.53029,                 0.8706,             0.00059403,             0.00059403,             0.00059403
                    108,                0.62357,                0.36875,                0.81684,                0.92098,                0.88223,                0.91397,                0.74371,                0.77337,                0.53897,                0.86992,             0.00059103,             0.00059103,             0.00059103
                    109,                0.59098,                0.35143,                0.80425,                0.91581,                0.89479,                0.91874,                0.74536,                0.75746,                0.52247,                0.87065,             0.00058803,             0.00058803,             0.00058803
                    110,                0.61204,                 0.3604,                 0.8115,                0.92727,                0.89033,                0.92142,                0.73228,                 0.7997,                0.53369,                0.87716,             0.00058503,             0.00058503,             0.00058503
                    111,                0.57825,                0.34497,                0.81575,                0.91856,                0.89317,                0.92072,                 0.7416,                0.77912,                0.53538,                0.87447,             0.00058203,             0.00058203,             0.00058203
                    112,                0.63688,                0.37729,                0.81008,                0.91412,                0.88373,                0.91595,                0.72549,                0.82947,                0.55534,                0.87857,             0.00057903,             0.00057903,             0.00057903
                    113,                0.60487,                0.35568,                0.80785,                0.90336,                0.90433,                0.91488,                0.74417,                0.78232,                0.53054,                0.87245,             0.00057603,             0.00057603,             0.00057603
                    114,                0.61887,                0.36141,                0.81222,                0.92567,                0.90319,                0.91495,                0.74648,                0.75423,                0.50879,                 0.8641,             0.00057303,             0.00057303,             0.00057303
                    115,                0.59662,                0.36287,                0.81237,                0.90521,                0.92559,                0.91742,                 0.7542,                0.74683,                0.50021,                0.86162,             0.00057003,             0.00057003,             0.00057003
                    116,                0.58592,                0.34992,                0.80855,                0.91918,                0.90842,                0.92295,                0.76241,                0.73386,                0.50056,                0.85905,             0.00056703,             0.00056703,             0.00056703
                    117,                0.61303,                0.35478,                0.81649,                0.91397,                0.90573,                0.92422,                0.74927,                0.80156,                0.51633,                0.86852,             0.00056403,             0.00056403,             0.00056403
                    118,                 0.6128,                0.35149,                0.80905,                 0.8961,                0.91609,                0.92434,                0.76225,                 0.7373,                0.51771,                0.86201,             0.00056103,             0.00056103,             0.00056103
                    119,                0.66767,                0.36839,                0.81871,                0.90408,                 0.9153,                0.92063,                0.74548,                0.79343,                0.53004,                0.87132,             0.00055804,             0.00055804,             0.00055804
                    120,                0.62694,                0.37694,                0.80764,                0.92153,                0.89219,                0.92058,                0.73525,                0.80743,                0.52423,                0.87674,             0.00055504,             0.00055504,             0.00055504
                    121,                0.61715,                0.36136,                0.81581,                0.91029,                0.88586,                0.91586,                0.75243,                0.75413,                0.51808,                0.86927,             0.00055204,             0.00055204,             0.00055204
                    122,                0.64694,                0.37858,                0.80821,                0.90627,                0.88715,                0.91734,                0.73387,                0.81901,                0.53113,                0.87664,             0.00054904,             0.00054904,             0.00054904
                    123,                 0.6166,                0.35889,                0.80801,                0.89303,                0.89713,                 0.9178,                0.74681,                0.77337,                0.53698,                0.87091,             0.00054604,             0.00054604,             0.00054604
                    124,                0.62164,                 0.3555,                 0.8045,                0.89615,                0.88653,                0.91572,                0.74123,                 0.7757,                0.53192,                0.86901,             0.00054304,             0.00054304,             0.00054304
                    125,                0.59726,                0.35822,                0.81945,                0.87937,                0.91508,                0.91739,                0.74571,                0.78601,                0.52187,                0.86971,             0.00054004,             0.00054004,             0.00054004
                    126,                0.61645,                0.34937,                 0.8101,                0.90264,                0.90572,                0.92242,                0.75508,                0.76113,                 0.5159,                0.86733,             0.00053704,             0.00053704,             0.00053704
                    127,                  0.584,                0.34768,                0.80343,                0.89373,                0.89945,                0.92132,                0.75718,                0.77547,                 0.5237,                0.87678,             0.00053404,             0.00053404,             0.00053404
                    128,                0.60211,                0.34881,                0.80918,                0.90374,                0.87934,                0.92168,                0.76157,                0.74038,                0.53422,                0.86337,             0.00053104,             0.00053104,             0.00053104
                    129,                0.63493,                0.36907,                0.80885,                0.89797,                0.88928,                0.92055,                0.75021,                0.78326,                0.55728,                0.87178,             0.00052804,             0.00052804,             0.00052804
                    130,                0.59143,                0.34445,                0.81794,                0.91548,                0.89165,                0.92234,                 0.7387,                0.83928,                0.53894,                0.87922,             0.00052504,             0.00052504,             0.00052504
                    131,                0.64491,                0.36704,                0.81128,                0.91766,                0.89853,                0.92237,                0.75751,                0.76992,                0.51651,                0.87302,             0.00052204,             0.00052204,             0.00052204
                    132,                0.57808,                0.33818,                0.80321,                0.91344,                0.90369,                0.92268,                0.75187,                0.78283,                0.52201,                0.87733,             0.00051904,             0.00051904,             0.00051904
                    133,                0.57994,                0.33693,                0.80025,                0.92034,                0.90798,                0.92161,                0.74804,                0.78816,                0.52628,                0.87904,             0.00051604,             0.00051604,             0.00051604
                    134,                 0.5577,                0.32572,                0.81015,                0.90721,                0.89925,                0.92128,                0.74762,                 0.7767,                0.52379,                0.87822,             0.00051304,             0.00051304,             0.00051304
                    135,                0.58637,                 0.3373,                0.80259,                0.91452,                0.89689,                0.92648,                0.74329,                 0.8108,                0.53326,                0.88088,             0.00051004,             0.00051004,             0.00051004
                    136,                0.59957,                0.33997,                0.80477,                0.90848,                0.91015,                0.92622,                0.75531,                0.76648,                0.54298,                0.87409,             0.00050704,             0.00050704,             0.00050704
                    137,                0.60939,                0.35219,                0.81182,                0.91655,                0.90879,                0.92663,                0.75893,                0.75846,                0.53122,                0.87101,             0.00050404,             0.00050404,             0.00050404
                    138,                0.58031,                0.33923,                0.80523,                0.91291,                0.91121,                0.93069,                 0.7411,                0.80938,                0.53786,                0.87655,             0.00050104,             0.00050104,             0.00050104
                    139,                 0.5563,                0.33176,                0.80891,                0.92232,                0.92124,                0.93466,                0.75846,                0.75989,                0.51682,                0.86907,             0.00049804,             0.00049804,             0.00049804
                    140,                0.57802,                0.33604,                0.80403,                 0.9208,                 0.9311,                0.93307,                0.75175,                0.80029,                0.51376,                0.87304,             0.00049504,             0.00049504,             0.00049504
                    141,                0.57483,                0.33043,                0.81302,                0.91323,                 0.9354,                0.93483,                0.75976,                0.78939,                0.50498,                0.87287,             0.00049204,             0.00049204,             0.00049204
                    142,                0.61604,                0.35235,                 0.8066,                0.91715,                0.91434,                0.93711,                0.76054,                0.77689,                0.53197,                0.87522,             0.00048904,             0.00048904,             0.00048904
                    143,                0.54516,                0.32864,                0.80111,                  0.915,                0.90523,                0.93616,                0.74619,                0.80311,                0.52022,                0.88169,             0.00048604,             0.00048604,             0.00048604
                    144,                0.55066,                0.33254,                 0.8048,                0.90297,                0.91395,                0.93133,                0.75437,                0.79047,                0.51459,                0.87892,             0.00048304,             0.00048304,             0.00048304
                    145,                0.52806,                0.31365,                0.80547,                0.91381,                0.90296,                0.93336,                0.75366,                0.78259,                0.53467,                 0.8764,             0.00048004,             0.00048004,             0.00048004
                    146,                0.57336,                 0.3359,                0.80988,                0.90913,                0.90634,                0.92932,                0.75544,                0.77008,                0.52059,                0.87367,             0.00047704,             0.00047704,             0.00047704
                    147,                0.53911,                0.31896,                0.80262,                0.90528,                0.91174,                 0.9299,                 0.7499,                0.79952,                0.52577,                0.87916,             0.00047404,             0.00047404,             0.00047404
                    148,                0.58769,                0.34326,                0.80693,                0.89358,                0.91996,                0.92788,                0.75937,                0.77304,                0.53795,                0.87739,             0.00047104,             0.00047104,             0.00047104
                    149,                0.57906,                0.34187,                0.81642,                0.90824,                0.91969,                0.92671,                0.75355,                0.77432,                0.52466,                0.87468,             0.00046804,             0.00046804,             0.00046804
                    150,                0.56605,                0.33103,                 0.8068,                0.90976,                0.91759,                 0.9269,                0.75377,                0.76877,                0.52664,                0.86597,             0.00046504,             0.00046504,             0.00046504
                    151,                0.57791,                0.33842,                0.81251,                 0.9081,                0.90177,                 0.9252,                0.76241,                0.75025,                 0.5361,                0.86318,             0.00046204,             0.00046204,             0.00046204
                    152,                0.56233,                0.32965,                0.80959,                0.90748,                0.89878,                0.92004,                0.74769,                 0.7725,                0.54194,                0.86986,             0.00045904,             0.00045904,             0.00045904
                    153,                0.56473,                0.33685,                0.81238,                0.89954,                0.90662,                0.91933,                0.74709,                0.79306,                0.53914,                0.87041,             0.00045605,             0.00045605,             0.00045605
                    154,                0.54265,                0.32115,                0.80169,                0.90321,                0.91256,                0.92315,                0.75489,                 0.7694,                0.54921,                 0.8677,             0.00045305,             0.00045305,             0.00045305
                    155,                0.56351,                0.32524,                0.81104,                0.90094,                0.89309,                0.92281,                0.73571,                0.80467,                0.53975,                0.87462,             0.00045005,             0.00045005,             0.00045005
                    156,                0.57027,                 0.3236,                0.80734,                0.88351,                0.90977,                0.92476,                0.75261,                0.76898,                0.52816,                0.86796,             0.00044705,             0.00044705,             0.00044705
                    157,                0.56638,                0.32533,                0.80367,                0.89445,                0.90359,                0.92615,                0.75153,                0.76894,                0.52814,                0.86884,             0.00044405,             0.00044405,             0.00044405
                    158,                0.56183,                 0.3244,                0.79892,                0.90224,                0.89627,                0.92545,                0.74134,                0.79332,                0.52304,                0.86933,             0.00044105,             0.00044105,             0.00044105
                    159,                0.55455,                0.31842,                0.80283,                0.89091,                0.92091,                0.92503,                0.75244,                0.75882,                0.52287,                0.86639,             0.00043805,             0.00043805,             0.00043805
                    160,                0.56354,                0.33359,                0.80489,                0.89727,                0.90629,                0.92342,                0.75272,                0.76961,                0.52799,                0.87134,             0.00043505,             0.00043505,             0.00043505
