                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                0.94267,                0.54666,                0.82537,                0.93307,                0.99454,                  0.995,                0.84186,                0.67066,                0.48841,                0.81004,             0.00021518,             0.00021518,             0.00021518
                     81,                0.85319,                0.52437,                0.82978,                0.94045,                0.99272,                  0.995,                0.84414,                0.67201,                0.47552,                0.81009,               0.000208,               0.000208,               0.000208
                     82,                0.89566,                0.60154,                0.82586,                0.94045,                0.99272,                  0.995,                0.84414,                0.67201,                0.47552,                0.81009,             0.00020058,             0.00020058,             0.00020058
                     83,                 1.0397,                 0.6238,                0.83617,                0.94045,                0.99272,                  0.995,                0.84414,                0.67201,                0.47552,                0.81009,             0.00019291,             0.00019291,             0.00019291
                     84,                0.90475,                0.57512,                0.83435,                0.96383,                0.99022,                  0.995,                0.83793,                0.68698,                0.46413,                 0.8119,             0.00018499,             0.00018499,             0.00018499
                     85,                0.83757,                0.56948,                0.84455,                0.96383,                0.99022,                  0.995,                0.83793,                0.68698,                0.46413,                 0.8119,             0.00017682,             0.00017682,             0.00017682
                     86,                0.75198,                0.54537,                 0.8206,                0.96383,                0.99022,                  0.995,                0.83793,                0.68698,                0.46413,                 0.8119,             0.00016841,             0.00016841,             0.00016841
                     87,                0.84296,                0.51052,                0.83857,                0.96383,                0.99022,                  0.995,                0.83793,                0.68698,                0.46413,                 0.8119,             0.00015975,             0.00015975,             0.00015975
                     88,                0.99788,                0.58082,                 0.8604,                0.97097,                      1,                  0.995,                0.83564,                0.70853,                0.46197,                0.81318,             0.00015084,             0.00015084,             0.00015084
                     89,                0.86445,                0.51148,                0.83786,                0.97097,                      1,                  0.995,                0.83564,                0.70853,                0.46197,                0.81318,             0.00014168,             0.00014168,             0.00014168
                     90,                0.84495,                0.51253,                0.80776,                0.97097,                      1,                  0.995,                0.83564,                0.70853,                0.46197,                0.81318,             0.00013228,             0.00013228,             0.00013228
                     91,                0.79045,                0.53978,                0.82788,                0.97097,                      1,                  0.995,                0.83564,                0.70853,                0.46197,                0.81318,             0.00012262,             0.00012262,             0.00012262
                     92,                0.81612,                0.50008,                 0.8426,                0.97128,                      1,                  0.995,                0.83876,                0.71899,                0.46955,                0.81426,             0.00011273,             0.00011273,             0.00011273
                     93,                0.80712,                0.52038,                0.80478,                0.97128,                      1,                  0.995,                0.83876,                0.71899,                0.46955,                0.81426,             0.00010258,             0.00010258,             0.00010258
                     94,                0.85804,                0.59586,                0.84446,                0.97128,                      1,                  0.995,                0.83876,                0.71899,                0.46955,                0.81426,             9.2186e-05,             9.2186e-05,             9.2186e-05
                     95,                 0.7228,                0.47317,                0.82137,                0.97128,                      1,                  0.995,                0.83876,                0.71899,                0.46955,                0.81426,             8.1545e-05,             8.1545e-05,             8.1545e-05
                     96,                0.82729,                0.52499,                0.84813,                0.96897,                      1,                  0.995,                0.83898,                0.71342,                0.46077,                0.81293,             7.0656e-05,             7.0656e-05,             7.0656e-05
                     97,                 0.8192,                0.49138,                0.83255,                0.96897,                      1,                  0.995,                0.83898,                0.71342,                0.46077,                0.81293,              5.952e-05,              5.952e-05,              5.952e-05
                     98,                0.82146,                0.53204,                0.83841,                0.96897,                      1,                  0.995,                0.83898,                0.71342,                0.46077,                0.81293,             4.8136e-05,             4.8136e-05,             4.8136e-05
                     99,                0.74373,                0.49872,                0.84078,                0.96897,                      1,                  0.995,                0.83898,                0.71342,                0.46077,                0.81293,             3.6505e-05,             3.6505e-05,             3.6505e-05
                    100,                0.89935,                0.54778,                0.81103,                0.97131,                0.99595,                  0.995,                0.83493,                0.71671,                0.46529,                0.81354,             2.4626e-05,             2.4626e-05,             2.4626e-05
