                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 0.9332,                0.55218,                0.85793,                0.97061,                0.97778,                0.99375,                0.77432,                 1.0385,                0.55885,                0.85364,             0.00062713,             0.00062713,             0.00062713
                    154,                0.91465,                0.52705,                0.85432,                0.97061,                0.97778,                0.99375,                0.77432,                 1.0385,                0.55885,                0.85364,               0.000623,               0.000623,               0.000623
                    155,                0.93477,                0.55289,                0.86273,                0.97061,                0.97778,                0.99375,                0.77432,                 1.0385,                0.55885,                0.85364,             0.00061887,             0.00061887,             0.00061887
                    156,                0.96773,                0.58027,                0.85684,                0.96646,                0.98341,                  0.995,                0.79141,                0.91563,                0.50344,                0.83463,             0.00061475,             0.00061475,             0.00061475
                    157,                0.87243,                0.51862,                0.85579,                0.96646,                0.98341,                  0.995,                0.79141,                0.91563,                0.50344,                0.83463,             0.00061062,             0.00061062,             0.00061062
                    158,                0.83158,                0.52788,                0.81747,                0.96646,                0.98341,                  0.995,                0.79141,                0.91563,                0.50344,                0.83463,              0.0006065,              0.0006065,              0.0006065
                    159,                0.85693,                0.53399,                0.86589,                0.96646,                0.98341,                  0.995,                0.79141,                0.91563,                0.50344,                0.83463,             0.00060238,             0.00060238,             0.00060238
                    160,                0.90513,                0.53327,                0.84652,                0.97804,                0.98515,                  0.995,                0.81359,                0.79638,                0.48137,                0.82075,             0.00059825,             0.00059825,             0.00059825
                    161,                0.98413,                0.53437,                0.83127,                0.97804,                0.98515,                  0.995,                0.81359,                0.79638,                0.48137,                0.82075,             0.00059413,             0.00059413,             0.00059413
                    162,                0.94813,                0.51451,                0.84632,                0.97804,                0.98515,                  0.995,                0.81359,                0.79638,                0.48137,                0.82075,                0.00059,                0.00059,                0.00059
                    163,                0.90666,                0.52046,                0.84594,                0.97804,                0.98515,                  0.995,                0.81359,                0.79638,                0.48137,                0.82075,             0.00058588,             0.00058588,             0.00058588
                    164,                0.91971,                0.51682,                0.84165,                0.97972,                0.99197,                  0.995,                 0.8386,                0.75294,                 0.4634,                0.81617,             0.00058175,             0.00058175,             0.00058175
                    165,                0.91368,                0.51346,                0.87629,                0.97972,                0.99197,                  0.995,                 0.8386,                0.75294,                 0.4634,                0.81617,             0.00057763,             0.00057763,             0.00057763
                    166,                0.96795,                0.56682,                0.86883,                0.97972,                0.99197,                  0.995,                 0.8386,                0.75294,                 0.4634,                0.81617,              0.0005735,              0.0005735,              0.0005735
                    167,                0.92006,                 0.6004,                0.85074,                0.97972,                0.99197,                  0.995,                 0.8386,                0.75294,                 0.4634,                0.81617,             0.00056938,             0.00056938,             0.00056938
                    168,                0.82225,                0.50582,                0.84495,                0.98065,                0.99664,                  0.995,                0.85093,                0.73939,                0.46342,                0.81383,             0.00056525,             0.00056525,             0.00056525
                    169,                0.84333,                0.55685,                 0.8475,                0.98065,                0.99664,                  0.995,                0.85093,                0.73939,                0.46342,                0.81383,             0.00056112,             0.00056112,             0.00056112
                    170,                0.94822,                0.56172,                 0.8316,                0.98065,                0.99664,                  0.995,                0.85093,                0.73939,                0.46342,                0.81383,               0.000557,               0.000557,               0.000557
                    171,                0.75625,                0.50812,                0.82081,                0.98065,                0.99664,                  0.995,                0.85093,                0.73939,                0.46342,                0.81383,             0.00055287,             0.00055287,             0.00055287
                    172,                0.96141,                0.54187,                0.84684,                0.97306,                      1,                  0.995,                0.83075,                0.76947,                0.48941,                0.81697,             0.00054875,             0.00054875,             0.00054875
                    173,                  0.923,                0.54019,                0.86416,                0.97306,                      1,                  0.995,                0.83075,                0.76947,                0.48941,                0.81697,             0.00054463,             0.00054463,             0.00054463
                    174,                0.89087,                0.54056,                0.84107,                0.97306,                      1,                  0.995,                0.83075,                0.76947,                0.48941,                0.81697,              0.0005405,              0.0005405,              0.0005405
                    175,                0.81513,                0.50512,                0.83834,                0.97306,                      1,                  0.995,                0.83075,                0.76947,                0.48941,                0.81697,             0.00053638,             0.00053638,             0.00053638
                    176,                0.87277,                0.49908,                0.85481,                0.96508,                0.99022,                  0.995,                 0.8392,                0.85727,                0.52516,                0.82498,             0.00053225,             0.00053225,             0.00053225
                    177,                  0.839,                0.52221,                0.84939,                0.96508,                0.99022,                  0.995,                 0.8392,                0.85727,                0.52516,                0.82498,             0.00052812,             0.00052812,             0.00052812
                    178,                0.86656,                0.51859,                0.83441,                0.96508,                0.99022,                  0.995,                 0.8392,                0.85727,                0.52516,                0.82498,               0.000524,               0.000524,               0.000524
                    179,                0.85298,                0.50632,                0.84243,                0.96508,                0.99022,                  0.995,                 0.8392,                0.85727,                0.52516,                0.82498,             0.00051988,             0.00051988,             0.00051988
                    180,                 1.1325,                0.59606,                0.84467,                0.95764,                      1,                0.99375,                0.78278,                0.92592,                0.54761,                0.83387,             0.00051575,             0.00051575,             0.00051575
                    181,                0.93378,                0.52468,                0.84302,                0.95764,                      1,                0.99375,                0.78278,                0.92592,                0.54761,                0.83387,             0.00051163,             0.00051163,             0.00051163
                    182,                0.90697,                0.59673,                0.85791,                0.95764,                      1,                0.99375,                0.78278,                0.92592,                0.54761,                0.83387,              0.0005075,              0.0005075,              0.0005075
                    183,                 1.0279,                0.57994,                0.85646,                0.95764,                      1,                0.99375,                0.78278,                0.92592,                0.54761,                0.83387,             0.00050337,             0.00050337,             0.00050337
                    184,                0.81317,                0.53772,                0.84581,                0.98275,                0.98262,                  0.995,                0.79509,                 0.9624,                0.54463,                0.83833,             0.00049925,             0.00049925,             0.00049925
                    185,                0.84846,                0.49487,                0.83551,                0.98275,                0.98262,                  0.995,                0.79509,                 0.9624,                0.54463,                0.83833,             0.00049513,             0.00049513,             0.00049513
                    186,                 1.0378,                0.54236,                0.85366,                0.98275,                0.98262,                  0.995,                0.79509,                 0.9624,                0.54463,                0.83833,               0.000491,               0.000491,               0.000491
                    187,                0.89178,                 0.5307,                0.83488,                0.98275,                0.98262,                  0.995,                0.79509,                 0.9624,                0.54463,                0.83833,             0.00048687,             0.00048687,             0.00048687
                    188,                0.97459,                0.53655,                0.84486,                0.96736,                0.98888,                  0.995,                0.80422,                 0.9007,                0.51832,                0.82866,             0.00048275,             0.00048275,             0.00048275
                    189,                0.88447,                 0.5278,                0.85151,                0.96736,                0.98888,                  0.995,                0.80422,                 0.9007,                0.51832,                0.82866,             0.00047863,             0.00047863,             0.00047863
                    190,                0.92112,                0.58462,                 0.8304,                0.96736,                0.98888,                  0.995,                0.80422,                 0.9007,                0.51832,                0.82866,              0.0004745,              0.0004745,              0.0004745
                    191,                 0.9289,                0.54121,                 0.8333,                0.96736,                0.98888,                  0.995,                0.80422,                 0.9007,                0.51832,                0.82866,             0.00047038,             0.00047038,             0.00047038
                    192,                 1.0102,                0.56504,                0.84581,                0.96269,                0.98966,                  0.995,                0.81118,                0.81648,                0.48817,                0.82035,             0.00046625,             0.00046625,             0.00046625
                    193,                0.92167,                0.53006,                0.85635,                0.96269,                0.98966,                  0.995,                0.81118,                0.81648,                0.48817,                0.82035,             0.00046212,             0.00046212,             0.00046212
                    194,                0.92535,                0.55857,                0.83185,                0.96269,                0.98966,                  0.995,                0.81118,                0.81648,                0.48817,                0.82035,               0.000458,               0.000458,               0.000458
                    195,                0.94007,                0.52758,                0.82552,                0.96269,                0.98966,                  0.995,                0.81118,                0.81648,                0.48817,                0.82035,             0.00045388,             0.00045388,             0.00045388
                    196,                0.87687,                0.57603,                0.83863,                0.97213,                0.99043,                  0.995,                 0.8058,                0.81056,                0.47809,                0.81897,             0.00044975,             0.00044975,             0.00044975
                    197,                0.89014,                0.52901,                0.84911,                0.97213,                0.99043,                  0.995,                 0.8058,                0.81056,                0.47809,                0.81897,             0.00044563,             0.00044563,             0.00044563
                    198,                0.97847,                0.55897,                0.81537,                0.97213,                0.99043,                  0.995,                 0.8058,                0.81056,                0.47809,                0.81897,              0.0004415,              0.0004415,              0.0004415
                    199,                0.96519,                0.53314,                0.85245,                0.97213,                0.99043,                  0.995,                 0.8058,                0.81056,                0.47809,                0.81897,             0.00043738,             0.00043738,             0.00043738
                    200,                 1.0122,                0.56009,                  0.863,                0.98018,                0.99031,                  0.995,                0.79259,                0.82452,                0.47103,                0.82157,             0.00043325,             0.00043325,             0.00043325
                    201,                 0.9564,                0.52361,                0.80708,                0.98018,                0.99031,                  0.995,                0.79259,                0.82452,                0.47103,                0.82157,             0.00042912,             0.00042912,             0.00042912
                    202,                0.85262,                0.53016,                0.83813,                0.98018,                0.99031,                  0.995,                0.79259,                0.82452,                0.47103,                0.82157,               0.000425,               0.000425,               0.000425
                    203,                0.95221,                0.52264,                0.82931,                0.98018,                0.99031,                  0.995,                0.79259,                0.82452,                0.47103,                0.82157,             0.00042087,             0.00042087,             0.00042087
                    204,                0.72966,                 0.5362,                0.83437,                0.94375,                      1,                  0.995,                0.79503,                0.88866,                0.48303,                0.82967,             0.00041675,             0.00041675,             0.00041675
                    205,                0.84053,                0.50246,                0.83837,                0.94375,                      1,                  0.995,                0.79503,                0.88866,                0.48303,                0.82967,             0.00041263,             0.00041263,             0.00041263
                    206,                0.87168,                0.50657,                0.83652,                0.94375,                      1,                  0.995,                0.79503,                0.88866,                0.48303,                0.82967,              0.0004085,              0.0004085,              0.0004085
                    207,                0.85481,                0.49632,                0.83617,                0.94375,                      1,                  0.995,                0.79503,                0.88866,                0.48303,                0.82967,             0.00040438,             0.00040438,             0.00040438
                    208,                0.87512,                0.48183,                0.82747,                0.93722,                      1,                  0.995,                 0.7853,                0.93544,                0.50029,                0.83492,             0.00040025,             0.00040025,             0.00040025
                    209,                0.82681,                0.50138,                0.84635,                0.93722,                      1,                  0.995,                 0.7853,                0.93544,                0.50029,                0.83492,             0.00039613,             0.00039613,             0.00039613
                    210,                0.82422,                0.50873,                0.81331,                0.93722,                      1,                  0.995,                 0.7853,                0.93544,                0.50029,                0.83492,               0.000392,               0.000392,               0.000392
                    211,                0.90605,                0.52862,                0.82749,                0.93722,                      1,                  0.995,                 0.7853,                0.93544,                0.50029,                0.83492,             0.00038788,             0.00038788,             0.00038788
                    212,                0.85561,                0.50953,                0.83608,                0.94794,                      1,                0.99375,                0.77727,                0.92896,                0.49264,                0.83363,             0.00038375,             0.00038375,             0.00038375
                    213,                0.92094,                0.52002,                0.86074,                0.94794,                      1,                0.99375,                0.77727,                0.92896,                0.49264,                0.83363,             0.00037962,             0.00037962,             0.00037962
                    214,                0.90406,                0.50182,                0.82262,                0.94794,                      1,                0.99375,                0.77727,                0.92896,                0.49264,                0.83363,              0.0003755,              0.0003755,              0.0003755
                    215,                0.81449,                0.46549,                0.81952,                0.94794,                      1,                0.99375,                0.77727,                0.92896,                0.49264,                0.83363,             0.00037138,             0.00037138,             0.00037138
                    216,                0.70574,                 0.4572,                0.84175,                0.94919,                      1,                0.99375,                0.78012,                 0.8672,                0.49683,                 0.8258,             0.00036725,             0.00036725,             0.00036725
                    217,                0.91647,                0.56211,                 0.8335,                0.94919,                      1,                0.99375,                0.78012,                 0.8672,                0.49683,                 0.8258,             0.00036313,             0.00036313,             0.00036313
                    218,                0.92117,                0.51035,                 0.8274,                0.94919,                      1,                0.99375,                0.78012,                 0.8672,                0.49683,                 0.8258,               0.000359,               0.000359,               0.000359
                    219,                0.88921,                0.49807,                0.82218,                0.94919,                      1,                0.99375,                0.78012,                 0.8672,                0.49683,                 0.8258,             0.00035487,             0.00035487,             0.00035487
                    220,                0.82604,                0.48024,                 0.8239,                0.97297,                0.97778,                0.99375,                0.79015,                0.80952,                0.48928,                0.81889,             0.00035075,             0.00035075,             0.00035075
                    221,                0.92382,                0.55854,                0.85013,                0.97297,                0.97778,                0.99375,                0.79015,                0.80952,                0.48928,                0.81889,             0.00034663,             0.00034663,             0.00034663
